Username;Attempt_number;Screen_resolution;Pattern_number_A;Pattern_number_B;Xcoord_of_central_Point_of_A;Ycoord_of_central_Point_of_A;Xcoord_of_central_Point_of_B;Ycoord_of_central_Point_of_B;First_Xcoord_of_A;First_Ycoord_of_A;Last_ Xcoord_of_B;Last_Ycoord_of_B;Distance_AB;Intertime_AB;Avg_speeadAB;Avg_pressure
popatos;24;1920, 1080;5;1;2100.0;1260.0;1260.0;420.0;469.50983;1313.2157;526.0;1385.1346;91.45203321319849;1451621822;-3.8017058676526E14;39.0
popatos;24;1920, 1080;1;3;1260.0;420.0;420.0;1260.0;469.50983;1313.2157;526.0;1385.1346;91.45203321319849;1451621822;-3.8017058676526E14;37.0
popatos;24;1920, 1080;3;7;420.0;1260.0;1260.0;2100.0;469.50983;1313.2157;526.0;1385.1346;91.45203321319849;1451621822;-3.8017058676526E14;35.0
