timestamp;accel_x;accel_y;accel_z;gyro_x;gyro_y;gyro_z;laccel_x;laccel_y;laccel_z
378768911969443;-2.4539642;7.5638275;4.900406;-0.22325134;-0.71780396;0.12780762;0.37840128;-0.27910185;0.7630086
378768911969443;-2.4539642;7.5638275;4.900406;-0.22325134;-0.71780396;0.12780762;0.26938915;-0.24521208;0.6516204
378768911969443;-2.4539642;7.5638275;4.900406;-0.014328003;-0.06173706;-0.0029144287;0.53652596;-0.3675084;0.3910718
378768911969443;-1.7528687;7.4202576;5.8192596;-0.14016724;-0.16801453;-0.05909729;0.3281386;-0.12974167;0.4029765
378768911969443;-1.647583;7.4705048;5.6876526;-0.23057556;-0.23582458;-0.0597229;0.26815224;-0.21987724;0.5272436
378768911969443;-1.6499786;7.3341217;5.479477;-0.27944946;-0.24009705;-0.056655884;-0.03842163;-0.13325882;0.980176
378768911969443;-1.5710144;7.3700104;5.419647;-0.24768066;-0.1930542;-0.049942017;-0.040044546;-0.19063711;0.90124035
378768911969443;-1.9251556;7.250366;5.6182556;-0.17193604;-0.11975098;-0.03955078;0.47912312;-0.37662554;0.5933132
378768911969443;-2.2099;7.2719116;6.4605255;-0.12428284;-0.12219238;-0.069488525;0.3650105;-0.21148872;0.510561
378768911969443;-2.0615387;7.195343;6.4509583;-0.12916565;-0.1771698;-0.065216064;0.2775886;-0.23890352;0.49387932
378768911969443;-2.0711212;7.2096863;6.092041;-0.12734985;-0.18878174;-0.013900757;0.2639748;-0.17366505;0.86635303
378768911969443;-1.951477;7.2599487;5.977173;-0.087020874;-0.13929749;0.00869751;0.060414553;-0.06352854;0.71139336
378768911969443;-1.9538727;7.24559;5.7953186;-0.028381348;-0.054397583;0.022140503;0.2470895;-0.1922741;0.32388544
378768911969443;-1.9538727;7.24559;5.7953186;-0.047317505;-0.015914917;0.013595581;0.29889572;-0.24041748;0.49386883
378768911969443;-1.9538727;7.24559;5.7953186;-0.05770874;-0.044021606;-0.016952515;0.22570264;-0.1718235;0.47837114
378768911969443;-1.6451874;7.097229;5.565613;-0.042419434;-0.046463013;-0.0029144287;0.072273254;-0.18193293;0.6231208
378768911969443;-1.8246613;7.310196;5.6302185;0.0015563965;-0.019577026;0.033737183;0.08628249;-0.14949894;0.59260416
378768911969443;-1.853363;7.1809845;5.828827;0.036361694;-0.018966675;0.059402466;0.29334247;-0.07676792;0.44342184
378768911969443;-2.1452942;7.228836;6.3863525;0.05041504;0.0042419434;0.054504395;0.27264214;0.010807991;0.13286209
