Username;Attempt_number;Screen_resolution;Pattern_number_A;Pattern_number_B;Xcoord_of_central_Point_of_A;Ycoord_of_central_Point_of_A;Xcoord_of_central_Point_of_B;Ycoord_of_central_Point_of_B;First_Xcoord_of_A;First_Ycoord_of_A;Last_ Xcoord_of_B;Last_Ycoord_of_B;Distance_AB;Intertime_AB;Avg_speeadAB;Avg_pressure
noname;10;1920, 1080;0;1;420.0;420.0;1260.0;420.0;849.09546;859.8591;849.0;788.0;71.85913322897545;2323186718;-9.1928571542472E13;13.0
noname;10;1920, 1080;1;4;1260.0;420.0;1260.0;1260.0;849.09546;859.8591;849.0;788.0;71.85913322897545;2323186718;-9.1928571542472E13;19.0
noname;10;1920, 1080;4;3;1260.0;1260.0;420.0;1260.0;849.09546;859.8591;849.0;788.0;71.85913322897545;2323186718;-9.1928571542472E13;16.0
noname;10;1920, 1080;3;6;420.0;1260.0;420.0;2100.0;849.09546;859.8591;849.0;788.0;71.85913322897545;2323186718;-9.1928571542472E13;17.0
noname;10;1920, 1080;6;5;420.0;2100.0;2100.0;1260.0;849.09546;859.8591;849.0;788.0;71.85913322897545;2323186718;-9.1928571542472E13;20.0
noname;10;1920, 1080;5;2;2100.0;1260.0;2100.0;420.0;849.09546;859.8591;849.0;788.0;71.85913322897545;2323186718;-9.1928571542472E13;15.0
