Username;Attempt_number;Screen_resolution;Pattern_number_A;Pattern_number_B;Xcoord_of_central_Point_of_A;Ycoord_of_central_Point_of_A;Xcoord_of_central_Point_of_B;Ycoord_of_central_Point_of_B;First_Xcoord_of_A;First_Ycoord_of_A;Last_ Xcoord_of_B;Last_Ycoord_of_B;Distance_AB;Intertime_AB;Avg_speeadAB;Avg_pressure
Vicky;6;1920, 1080;6;4;420.0;2100.0;1260.0;1260.0;252.7985;1026.5895;272.0;1119.0;94.38433426369652;1313763281;-3.77356018396388E14;7.0
Vicky;6;1920, 1080;4;2;1260.0;1260.0;2100.0;420.0;252.7985;1026.5895;272.0;1119.0;94.38433426369652;1313763281;-3.77356018396388E14;7.0
Vicky;6;1920, 1080;2;1;2100.0;420.0;1260.0;420.0;252.7985;1026.5895;272.0;1119.0;94.38433426369652;1313763281;-3.77356018396388E14;8.0
Vicky;6;1920, 1080;1;0;1260.0;420.0;420.0;420.0;252.7985;1026.5895;272.0;1119.0;94.38433426369652;1313763281;-3.77356018396388E14;7.0
Vicky;6;1920, 1080;0;3;420.0;420.0;420.0;1260.0;252.7985;1026.5895;272.0;1119.0;94.38433426369652;1313763281;-3.77356018396388E14;7.0
