Username;Attempt_number;Screen_resolution;Pattern_number_A;Pattern_number_B;Xcoord_of_central_Point_of_A;Ycoord_of_central_Point_of_A;Xcoord_of_central_Point_of_B;Ycoord_of_central_Point_of_B;First_Xcoord_of_A;First_Ycoord_of_A;Last_ Xcoord_of_B;Last_Ycoord_of_B;Distance_AB;Intertime_AB;Avg_speeadAB;Avg_pressure
Vicky;22;1920, 1080;3;4;420.0;1260.0;1260.0;1260.0;877.8791;848.57153;879.0;794.0;54.58304385807737;1474190832;-3.77462069581817E14;30.0
Vicky;22;1920, 1080;4;5;1260.0;1260.0;2100.0;1260.0;877.8791;848.57153;879.0;794.0;54.58304385807737;1474190832;-3.77462069581817E14;29.0
Vicky;22;1920, 1080;5;2;2100.0;1260.0;2100.0;420.0;877.8791;848.57153;879.0;794.0;54.58304385807737;1474190832;-3.77462069581817E14;34.0
