timestamp;accel_x;accel_y;accel_z;gyro_x;gyro_y;gyro_z;laccel_x;laccel_y;laccel_z
97026445101041;-1.5088043;4.7905426;7.752655;0.008972168;0.16566467;0.044540405;0.6513293;-0.031021118;0.9814744
97026445101041;-1.5088043;4.7905426;7.752655;0.008972168;0.16566467;0.044540405;0.6205001;-0.031056881;0.91110325
97026445101041;-0.9536743;4.7905426;8.341293;0.008972168;0.16566467;0.044540405;0.59911096;-0.031456947;0.8555293
97026445101041;-1.1163788;4.845581;8.106796;-0.0032348633;-0.029205322;-0.04525757;0.7565429;0.37819242;0.5609932
97026445101041;-1.2551575;4.8192596;8.154648;-0.045394897;0.030044556;-0.13322449;0.57059443;0.03493929;0.68013096
97026445101041;-1.5901642;4.6780853;8.2886505;-0.049057007;0.11740112;-0.18208313;0.26956975;-0.16984367;0.8172455
97026445101041;-1.6236572;4.6015167;8.099609;4.272461E-4;0.18460083;-0.14910889;0.094395995;-0.36342335;0.26442146
97026445101041;-0.7789917;4.8790894;8.212082;0.04623413;0.12840271;-0.061141968;0.21440136;0.04266548;-0.29143333
97026445101041;-0.2549591;5.087265;8.116364;0.023635864;0.007446289;-0.028762817;0.4813236;0.05835247;-0.23424149
97026445101041;-0.2549591;5.314575;8.228821;-0.023391724;-0.033477783;-0.061141968;0.2634201;-0.11505699;-0.07352638
97026445101041;-0.55885315;5.039398;8.681076;-0.048446655;-0.049972534;-0.05807495;0.33428025;-0.16991329;0.15982246
97026445101041;-0.81967163;4.759445;8.817459;-0.068603516;-0.037765503;-0.030593872;0.48016906;-0.053081512;0.2539072
97026445101041;-0.81967163;4.759445;8.817459;-0.07043457;-0.040802002;-0.027542114;0.43422866;0.038561344;0.16984844
97026445101041;-0.81967163;4.759445;8.817459;-0.09425354;-0.06340027;-0.05014038;0.15230513;0.17000198;0.45942497
97026445101041;-0.81967163;4.759445;8.817459;-0.10342407;-0.04386902;-0.06846619;0.4893285;-0.016911983;0.64185715
97026445101041;-0.611496;5.1925507;8.561432;-0.051498413;0.011108398;-0.07029724;0.4659115;-0.036657333;0.023979187
97026445101041;-0.7789917;4.840805;8.726532;-0.04966736;-0.02859497;-0.07884216;0.40155232;0.21213388;-0.19677544
97026445101041;-1.0996246;4.6134796;8.9131775;-0.10342407;-0.06462097;-0.11550903;0.56647;0.14981174;0.1715107
97026445101041;-1.3125916;4.3957367;8.369995;-0.14251709;0.0037841797;-0.17903137;0.7474407;0.23845482;0.5101738
97026445101041;-1.2073059;4.8096924;7.7909393;-0.112579346;0.13450623;-0.27127075;0.13133919;-0.14132977;0.1955185
97026445101041;-0.920166;4.8312225;7.834015;-0.072265625;0.11679077;-0.2511139;-0.18292499;-0.18685913;-0.08528042
97026445101041;-1.125946;4.6469727;7.9943237;-0.06921387;0.0025634766;-0.14666748;-0.048291802;-0.19470453;-0.14909458
97026445101041;-1.0374146;4.5751953;8.240784;-0.13641357;-0.073791504;-0.07336426;0.08966565;0.052596092;0.4132824
97026445101041;-0.8675232;4.6780853;8.353256;-0.124191284;-0.054244995;-0.08251953;0.6208285;0.02852869;0.74567413
97026445101041;-0.891449;4.759445;8.283859;-0.10769653;0.03492737;-0.16070557;0.25086033;-0.041970253;0.6147232
97026445101041;-1.16185;4.8814697;8.602112;-0.10708618;0.17604065;-0.18269348;-0.32739174;-0.016898632;0.15828037
97026445101041;-0.8053131;4.6756897;8.819855;-0.08203125;0.10456848;-0.09779358;-0.26375723;-0.07310581;0.5184021
97026445101041;-0.81967163;4.6445923;8.207291;0.029129028;-0.062179565;0.017669678;0.123381734;-0.29335976;0.1959467
97026445101041;-0.87231445;4.8910522;7.9847565;0.07678223;-0.07684326;0.05064392;0.099172235;0.085430145;-0.07747364
97026445101041;-0.6880646;4.8144836;8.369995;0.0065307617;-0.05731201;0.057357788;0.48221993;0.076170444;0.15699768
97026445101041;-0.49902344;4.8838654;8.738495;-0.044784546;0.005004883;0.01399231;0.2836386;0.28450298;0.09591198
97026445101041;-1.1570587;4.474701;8.436996;-0.02217102;0.012939453;-0.016540527;0.30405462;0.42933655;-0.09958172
97026445101041;-1.5183716;4.405304;8.157043;0.007751465;-0.090286255;-0.06968689;0.19995308;-0.047577858;0.041353226
97026445101041;-1.3987274;4.376587;8.094833;0.013870239;-0.16481018;-0.07702637;0.15246701;-0.41899633;-0.18257236
97026445101041;-1.2527771;4.6015167;8.683456;-0.06677246;-0.14282227;0.0023956299;0.13789141;-0.008358479;0.41157722
97026445101041;-0.7024231;4.556061;9.049561;-0.177948;-0.04020691;0.047592163;-0.20114827;-0.7235584;0.6000948
97026445101041;-1.0852661;4.462738;8.944275;-0.1461792;-0.037765503;0.112335205;-0.34620714;-0.5731225;0.9332199
97026445101041;-1.71698;4.4651184;8.496826;-0.009963989;-0.038360596;0.29315186;0.42485976;0.5749159;0.86823654
97026445101041;-1.6858673;4.3909454;8.874893;0.16046143;0.014160156;0.25222778;0.9745976;0.55290794;-0.06620979
97026445101041;-1.2838745;4.1684113;8.556641;0.20323181;-0.042648315;0.009719849;0.100937724;-0.28403854;-0.15880871
97026445101041;-1.2886658;4.5632324;8.276688;0.10914612;-0.06768799;-0.024490356;-0.09758425;-0.039826393;-0.48602486
