Username;Attempt_number;Screen_resolution;Pattern_number_A;Pattern_number_B;Xcoord_of_central_Point_of_A;Ycoord_of_central_Point_of_A;Xcoord_of_central_Point_of_B;Ycoord_of_central_Point_of_B;First_Xcoord_of_A;First_Ycoord_of_A;Last_ Xcoord_of_B;Last_Ycoord_of_B;Distance_AB;Intertime_AB;Avg_speeadAB;Avg_pressure
ana;19;1920, 1080;8;5;2100.0;2100.0;2100.0;1260.0;547.8647;1294.0527;553.0;1322.0;28.415156439156497;822434843;-3.77190001237285E14;8.0
ana;19;1920, 1080;5;2;2100.0;1260.0;2100.0;420.0;547.8647;1294.0527;553.0;1322.0;28.415156439156497;822434843;-3.77190001237285E14;10.0
ana;19;1920, 1080;2;1;2100.0;420.0;1260.0;420.0;547.8647;1294.0527;553.0;1322.0;28.415156439156497;822434843;-3.77190001237285E14;12.0
ana;19;1920, 1080;1;4;1260.0;420.0;1260.0;1260.0;547.8647;1294.0527;553.0;1322.0;28.415156439156497;822434843;-3.77190001237285E14;12.0
ana;19;1920, 1080;4;7;1260.0;1260.0;1260.0;2100.0;547.8647;1294.0527;553.0;1322.0;28.415156439156497;822434843;-3.77190001237285E14;10.0
