number_of_activated_point;timestamp;xpoint;ypoint;pressure
2;102056869694398;828.0;861.3097;1.0
2;102056869694398;828.0;855.21747;1.0
2;102056869694398;828.0;851.14435;1.0
2;102056869694398;828.0;847.12524;1.0
2;102056869694398;828.0;843.12933;1.0
2;102056869694398;828.0;840.0597;1.0
2;102056869694398;828.0;839.0;1.0
2;102056869694398;828.0;839.0;1.0
2;102056869694398;859.0;742.0;1.0
5;102057040326429;859.0;742.0;1.0
5;102057040326429;859.7811;753.71716;1.0
5;102057040326429;860.0;787.3195;1.0
5;102057040326429;860.0;824.13696;1.0
5;102057040326429;858.1178;859.8795;1.0
5;102057040326429;854.2206;897.90424;1.0
5;102057040326429;849.37177;935.6455;1.0
5;102057040326429;843.4493;976.855;1.0
5;102057040326429;837.4213;1020.7698;1.0
8;102057189687575;832.1951;1065.8536;1.0
8;102057189687575;828.1717;1108.1974;1.0
8;102057189687575;825.0976;1145.2428;1.0
8;102057189687575;825.0;1177.8716;1.0
8;102057189687575;825.0;1205.0029;1.0
8;102057189687575;826.8801;1225.801;1.0
8;102057189687575;828.90247;1247.0247;1.0
8;102057189687575;831.798;1266.9899;1.0
8;102057189687575;834.8045;1283.218;1.0
4;102057721400908;836.8713;1298.0991;1.0
4;102057721400908;840.78845;1313.1538;1.0
4;102057721400908;842.8961;1327.273;1.0
4;102057721400908;844.8825;1339.295;1.0
4;102057721400908;846.89215;1348.5686;1.0
4;102057721400908;848.0;1357.3304;1.0
4;102057721400908;848.0;1367.3099;1.0
4;102057721400908;848.0;1378.4019;1.0
4;102057721400908;848.0;1387.3657;1.0
4;102057721400908;848.0;1393.6267;1.0
4;102057721400908;848.0;1397.78;1.0
4;102057721400908;848.0;1399.8843;1.0
4;102057721400908;848.0;1401.8711;1.0
4;102057721400908;848.0;1402.5;1.0
4;102057721400908;845.5;1402.0;1.0
4;102057721400908;844.1755;1402.0;1.0
4;102057721400908;842.1261;1402.0;1.0
4;102057721400908;840.1113;1400.1113;1.0
4;102057721400908;838.1308;1397.2616;1.0
4;102057721400908;832.45435;1392.3407;1.0
4;102057721400908;823.7385;1384.5908;1.0
4;102057721400908;809.7133;1373.6115;1.0
4;102057721400908;793.05536;1358.9381;1.0
4;102057721400908;773.8844;1339.0729;1.0
4;102057721400908;751.7764;1314.9379;1.0
4;102057721400908;728.6035;1288.8951;1.0
4;102057721400908;706.3952;1262.6489;1.0
4;102057721400908;684.05524;1236.2471;1.0
4;102057721400908;662.0964;1208.3954;1.0
4;102057721400908;642.8952;1181.6533;1.0
4;102057721400908;621.40137;1151.9109;1.0
0;102058037254189;599.937;1123.3118;1.0
0;102058037254189;580.2666;1097.6466;1.0
0;102058037254189;559.78436;1071.9413;1.0
0;102058037254189;542.71295;1049.8911;1.0
0;102058037254189;527.05945;1030.3243;1.0
0;102058037254189;511.7011;1010.9014;1.0
0;102058037254189;497.6559;995.6559;1.0
0;102058037254189;483.5963;981.5963;1.0
0;102058037254189;471.5265;968.5265;1.0
0;102058037254189;459.60452;955.70526;1.0
0;102058037254189;447.90842;942.0598;1.0
0;102058037254189;434.67413;927.67413;1.0
0;102058037254189;421.0118;915.01184;1.0
0;102058037254189;406.14075;901.99817;1.0
0;102058037254189;390.14948;888.0058;1.0
0;102058037254189;374.62958;873.6296;1.0
0;102058037254189;360.73676;859.73676;1.0
0;102058037254189;346.87326;843.998;1.0
0;102058037254189;332.69186;827.7907;1.0
